"ID","name","host_id","host_name","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
4951,"Perfect Cozy Logan Spot",152478905,"Zac","Logan Square",41.9213,-87.70266,"Private room",25,1,10,"2020-08-04",1.1,2,19
4952,"Tree-Lined Wicker Park Getaway",43006764,"Jon","West Town",41.9001,-87.67582,"Entire home/apt",50,2,0,"",NA,1,0
4953,"Cozy Lincoln Square Apartment",13309390,"Amanda","Lincoln Square",41.9661,-87.68888,"Private room",75,2,0,"",NA,1,0
4954,"1br apt Lincoln Park 1 block from L Train",127044201,"James","Lincoln Park",41.92701,-87.65744,"Entire home/apt",40,30,0,"",NA,1,0
4955,"420 at Cheltenham’s 4BR Condo",209982127,"Shomari","South Shore",41.75381,-87.55163,"Entire home/apt",196,3,9,"2020-07-26",0.93,3,73
4956,"2 East Oak St. Gold Coast",309618540,"Joseph","Near North Side",41.90161,-87.62749,"Entire home/apt",1000,1,0,"",NA,1,179
4957,"Heart of Wicker Park Bright 1st Story Walk-Up!",44547774,"Maggie","West Town",41.90199,-87.67555,"Private room",52,1,17,"2020-09-20",1.66,1,0
4958,"Clean Comfy Condo,Mins From O'Hare/Rosemont",253144613,"David","Dunning",41.93847,-87.83069,"Entire home/apt",91,1,60,"2020-09-18",5.84,3,244
4959,"Mid-Century Oasis in Trendy Logan Square",169297663,"William","Avondale",41.9339,-87.70763,"Entire home/apt",70,1,14,"2020-03-19",1.38,8,264
4960,"Rock & Roll Vacation",133740476,"David","Irving Park",41.94614,-87.73584,"Private room",75,2,0,"",NA,1,0
4961,"4 Story Modern Pet Friendly Centrally Located Home",310212793,"Laura","Bridgeport",41.83373,-87.65052,"Entire home/apt",300,3,25,"2020-09-14",2.66,1,329
4962,"Foster Flat - Retreat to your Home Away from Home",27524385,"Karin","Edgewater",41.9762,-87.67041,"Entire home/apt",106,2,23,"2020-09-04",2.32,1,56
4963,"The 606 Stay - Rehabbed Unit on the Chicago Trail",187363315,"Kathryn","Humboldt Park",41.91247,-87.71916,"Entire home/apt",59,5,3,"2020-09-09",0.45,1,344
4964,"3 bdrm; free internet in pilsen/southloop",306943744,"Joe","Lower West Side",41.85974,-87.65797,"Entire home/apt",200,1,1,"2020-02-17",0.14,8,365
4965,"Metra(♥)Mins to DTWN UnivChicago McCormickPlace",47056445,"Andy","South Shore",41.76216,-87.58594,"Private room",27,1,7,"2020-04-27",0.71,7,257
4966,"O'Hare adjacent, cozy private bedroom",211324752,"Sandra","Norwood Park",41.98117,-87.79438,"Private room",35,2,0,"",NA,2,168
4967,"Beautiful house with a big backyard in Humboldt",618546,"Jamie","Humboldt Park",41.90774,-87.71017,"Entire home/apt",75,1,0,"",NA,2,78
4968,"Cozy home in Chinatown",310494682,"Yang","Armour Square",41.85193,-87.63651,"Entire home/apt",120,2,2,"2020-02-18",0.23,1,78
4969,"Sunny Haven in Tranquil Tri-Taylor",38328027,"Clara","Near West Side",41.87092,-87.68378,"Entire home/apt",55,1,11,"2019-12-13",1.09,2,0
4970,"Cozy Bedroom getaway",67935011,"Cait","Avondale",41.94086,-87.71678,"Private room",200,1,1,"2020-01-27",0.13,1,179
4971,"Magnificent Mile (Right by the red line)",296208054,"Ferdousi","Near North Side",41.89646,-87.62946,"Private room",45,1,14,"2020-09-15",1.42,3,83
4972,"South Shore Master-Suite with Parking",290634292,"Shawn","South Shore",41.76915,-87.5718,"Private room",35,5,16,"2020-09-11",1.61,1,258
4973,"Beautiful 2 Bed 1 Bath! Free parking in Logan Sq!",124143623,"Justin","Logan Square",41.92019,-87.71691,"Entire home/apt",63,2,7,"2020-08-06",0.96,3,337
4974,"Nice and cozy. Sleeps 5.",129664206,"Marcin","Dunning",41.94102,-87.77997,"Entire home/apt",60,2,1,"2020-08-15",0.79,1,302
4975,"Private spacious apartment in vibrant neighborhood",285121807,"Terri","Lake View",41.94204,-87.67324,"Entire home/apt",58,4,8,"2020-08-21",0.81,1,75
4976,"Colorful & Bright Lakeview Home for 13 w/ Parking!",308319773,"Maria And Joe","Lake View",41.93588,-87.66042,"Entire home/apt",547,3,13,"2020-09-06",1.63,1,314
4977,"The Eagle 🦅 Charming McCormick Timber 2/2 Loft",98193524,"JW+Family","Near South Side",41.8544,-87.62336,"Entire home/apt",110,2,17,"2020-09-07",1.75,20,154
4978,"Clean 3 Bedroom on top floor",23975645,"Jeremy","Humboldt Park",41.91247,-87.7084,"Entire home/apt",103,1,25,"2020-09-20",2.49,2,352
4979,"Tastefully Designed 3BR Apt Bright & Stylish +WiFi",259688317,"Vincent & Sofia","West Ridge",41.997,-87.70317,"Entire home/apt",106,1,26,"2020-09-13",2.66,17,212
4980,"Renovated Penthouse with tons of natural light!",105670109,"Katie","West Town",41.90339,-87.69285,"Entire home/apt",54,3,18,"2020-09-06",2.01,1,30
4981,"Cozy Private Room N Bath Nearby Dtwn,Rush and Uic",311257088,"Dave","Near West Side",41.87396,-87.69012,"Private room",74,1,6,"2020-06-03",0.59,1,261
4982,"Bright Roscoe Village Home 10 Min to Lincoln Park!",313581953,"Candosey","North Center",41.94146,-87.67612,"Entire home/apt",58,3,19,"2020-09-05",2.05,1,6
4983,"UPDATED Logan Square Suite - 25 min to Downtown!",95050422,"Jasmine","Avondale",41.93233,-87.72402,"Entire home/apt",52,3,18,"2020-09-20",2.05,1,4
4984,"Cozy Bachelor Pad 10 Minutes From Downtown.",278029467,"Eli","Burnside",41.72479,-87.59414,"Private room",65,14,0,"",NA,1,179
4985,"Home Away From Home Apt.",136367605,"Hugo","Portage Park",41.94046,-87.75968,"Entire home/apt",71,1,1,"2020-07-02",0.37,1,78
4986,"Relaxing Lincoln Park Getaway Condo",43297766,"Lindsay","Lincoln Park",41.92218,-87.64453,"Entire home/apt",78,45,1,"2019-12-31",0.11,1,140
4987,"ELEGANT HIGH-END w/POOL Whole Foods Next door",49626033,"Roma","Lake View",41.94054,-87.66623,"Entire home/apt",120,31,0,"",NA,27,1
4988,"Clean private room close to Midway Airport",311509824,"Michele","Ashburn",41.73715,-87.68968,"Private room",45,1,1,"2019-11-26",0.1,1,179
4989,"Bucktown Square - 5 min to Subway/1 mi to Hospital",25217890,"Michelle","Logan Square",41.91825,-87.68733,"Entire home/apt",84,3,12,"2020-03-14",1.27,1,52
4990,"Sonder *Monthly Discounts* Studio in South Loop",12243051,"Sonder","Near South Side",41.86466,-87.6261,"Entire home/apt",147,4,45,"2020-09-01",4.62,47,191
4991,"Sonder *Monthly Discounts* 2BR Near Trader Joe's",12243051,"Sonder","Near South Side",41.8624,-87.62636,"Entire home/apt",187,4,5,"2020-07-10",0.54,47,188
4992,"Private Luxury Studio In River West",60998956,"Mike","West Town",41.89718,-87.65284,"Entire home/apt",70,1,12,"2020-02-25",1.24,1,0
4993,"Recoding studio (only)  (studio 24)",60505753,"Prince","New City",41.81986,-87.6449,"Private room",340,1,0,"",NA,1,179
4994,"Loft Style Private Apt 3 (1 Room- 420 Friendly)",71816766,"Josh","Rogers Park",41.99863,-87.67178,"Private room",39,1,3,"2020-03-12",0.33,4,164
4995,"Vintage Wrigleyville 3BD/2BR Free Parking",311881866,"Don","Lake View",41.94407,-87.66173,"Entire home/apt",120,2,6,"2020-09-20",0.61,1,82
4996,"Luxury Gold Coast 1 Bedroom Apt (33rd Floor)",128017665,"Eliot","Near North Side",41.89785,-87.62834,"Entire home/apt",100,180,0,"",NA,1,0
4997,"Sonder *Weekly Discounts* 2BR in South Loop",12243051,"Sonder","Near South Side",41.86318,-87.62543,"Entire home/apt",177,4,7,"2020-07-06",0.74,47,167
4998,"🔝 Sweet adorable apt amazing location free parking",238767044,"Haim","West Town",41.89429,-87.67985,"Entire home/apt",153,1,5,"2020-03-29",0.53,5,360
4999,"Inspiration Station Studio Apartment",56920056,"Patrick","Uptown",41.96439,-87.66731,"Entire home/apt",98,30,3,"2020-03-15",0.34,1,180
5000,"Your get away to Canaryville in Chicago (unit 1R)",90647587,"Keith","New City",41.80986,-87.64057,"Entire home/apt",54,2,48,"2020-09-08",5,2,132
5001,"Cozy Uptown/Edgewater/Andersonville Apt.|Gold Star",288925158,"Gold Star","Edgewater",41.98185,-87.65868,"Entire home/apt",77,1,23,"2020-09-07",2.32,4,363
5002,"Private room  in a shared apt. South loop/ pilsen1",306943744,"Joe","Lower West Side",41.8595,-87.66009,"Private room",50,1,0,"",NA,8,362
5003,"Private room in a shared apt. southloop/pilsen2",306943744,"Joe","Lower West Side",41.85922,-87.65819,"Private room",50,1,0,"",NA,8,362
5004,"private room in  shared apt, southloop/ pilsen3",306943744,"Joe","Lower West Side",41.85787,-87.66004,"Private room",50,1,0,"",NA,8,362
5005,"Sonder *Weekly Discounts* 1BR at South Wabash",12243051,"Sonder","Near South Side",41.86392,-87.62524,"Entire home/apt",152,4,5,"2020-08-15",0.67,47,186
5006,"Sonder | 2BR Near Trader Joe's",12243051,"Sonder","Near South Side",41.86402,-87.62606,"Entire home/apt",187,4,0,"",NA,47,185
5007,"Sonder | 1BR + Balcony Near Grant Park",12243051,"Sonder","Near South Side",41.86246,-87.62487,"Entire home/apt",171,4,20,"2020-06-30",2.25,47,168
5008,"Modern 5BD House with Garage! (Chicago)",49787683,"Rahul","Portage Park",41.94878,-87.76875,"Entire home/apt",260,2,9,"2020-05-31",0.93,1,365
5009,"5BR Brownstone * Lincoln Park * Garage Parking",312318265,"Salma","Lincoln Park",41.91267,-87.65118,"Entire home/apt",306,3,10,"2020-09-07",1.02,2,288
5010,"Sonder at South Wabash | Private 2BR + Balcony",12243051,"Sonder","Near South Side",41.86429,-87.62488,"Entire home/apt",182,4,25,"2020-08-27",2.64,47,176
5011,"Comfy room 3m from Subway",46820434,"Ivan","North Lawndale",41.85416,-87.70405,"Private room",24,3,0,"",NA,4,365
5012,"Private room near IIT, McCormick Pl, free parking",40832200,"Michael","Douglas",41.83314,-87.62001,"Private room",42,2,14,"2020-09-20",1.59,2,90
5013,"MODERN! 2 BD/2 BA RETREAT IN MT. GREENWOOD/BEVERLY",150358398,"Rhett","Mount Greenwood",41.69257,-87.71089,"Entire home/apt",114,4,8,"2020-08-19",0.94,1,247
5014,"Cozy Lincoln Park Studio - Steps to Zoo!",312460992,"Maureen","Lincoln Park",41.91738,-87.63686,"Entire home/apt",90,3,30,"2020-09-17",3.19,1,357
5015,"Metra(♥)Mins to DTWN UnivChicago McCormickPlace",47056445,"Andy","South Shore",41.76213,-87.58604,"Private room",26,29,3,"2020-06-29",0.52,7,242
5016,"🏡 5-star 3BDRM stay in heart of Chicago",300930607,"Mne","Bridgeport",41.82823,-87.64663,"Entire home/apt",97,2,17,"2020-08-23",1.77,1,161
5017,"Sonder | Downtown 2BR | Discounted Rates",12243051,"Sonder","Near South Side",41.86469,-87.62671,"Entire home/apt",195,4,4,"2020-08-20",0.44,47,189
5018,"Beautiful Guest Suite close to downtown!",106272340,"Hannah","Near West Side",41.88383,-87.68285,"Entire home/apt",50,3,12,"2020-05-15",1.31,1,75
5019,"Ideal Steeterville 1BR w/ Rooftop Pool, Pet Spa, nr. L, by Blueground (ID #CHI176)",107434423,"Blueground","Near North Side",41.89218,-87.61717,"Entire home/apt",180,30,0,"",NA,205,106
5020,"Monthly Avail, entire Townhome steps from Train",122910006,"Kary","Lincoln Park",41.91265,-87.65069,"Entire home/apt",280,6,3,"2020-04-22",0.32,1,131
5021,"FAST INTERNET Great Safe Area, Walk to Whole Foods",49626033,"Roma","Lake View",41.94011,-87.66502,"Entire home/apt",65,31,1,"2020-03-22",0.16,27,365
5022,"Nice and cozy and comfortable and safe place",149110267,"Evangela","Auburn Gresham",41.72939,-87.64003,"Private room",79,1,0,"",NA,1,0
5023,"Andersonville Garden Living",26543301,"Billy","Edgewater",41.9862,-87.66874,"Entire home/apt",60,2,11,"2020-08-04",1.21,2,228
5024,"Perfect Downtown Location w/ Parking! Free Disney+",313091228,"Randy","Near North Side",41.90071,-87.63307,"Entire home/apt",107,2,43,"2020-08-28",4.45,2,3
5025,"Hip Streeterville 2 BR nr. CTA, Oak St. Beach & Shopping by Blueground",107434423,"Blueground","Near North Side",41.89988,-87.62075,"Entire home/apt",159,30,0,"",NA,205,355
5026,"Mod Streeterville 2 BR nr. CTA, Oak St. Beach & Shopping by Blueground",107434423,"Blueground","Near North Side",41.89988,-87.62075,"Entire home/apt",150,30,0,"",NA,205,323
5027,"Bright Room, Quiet Block  near Conservatory",15515783,"Dan","Humboldt Park",41.88954,-87.71658,"Private room",33,32,2,"2020-06-29",0.25,2,236
5028,"CHEAP PLACE IN QUIET, CENTRAL AREA, FREE PARKING",55976787,"Natalia","Near West Side",41.87112,-87.65185,"Private room",25,10,16,"2020-05-06",1.68,11,152
5029,"OneEleven RIVER VIEW FURNISHED STUDIO POOL (29)",9400379,"ExecuSuite Inc.","Loop",41.88552,-87.63037,"Entire home/apt",70,31,0,"",NA,30,93
5030,"South Shore Bungalow studio apt beach 10 min walk",28501460,"Delia","South Shore",41.76414,-87.57395,"Private room",35,3,0,"",NA,7,358
5031,"Green Nature Space",53369303,"Blessing","North Lawndale",41.86209,-87.73192,"Private room",29,3,0,"",NA,1,150
5032,"Charming Wrigleyville Home Close to the Cubs!",23664454,"Hailey","Lake View",41.95231,-87.66305,"Entire home/apt",89,3,35,"2020-09-17",3.83,1,58
5033,"Cozy Studio Near Lake 15 mins to Downtown via LSD",285083456,"Marjorie","South Shore",41.77203,-87.57356,"Entire home/apt",199,2,1,"2020-09-07",1,2,90
5034,"Perfect Lincoln Park Retreat - Walk to DePaul!",312619248,"Catherine","Lincoln Park",41.92643,-87.6432,"Entire home/apt",144,4,28,"2020-09-12",2.91,1,330
5035,"NEW!! 3BR Ukr Vlg gem in BnB house w 200 reviews!!",8218275,"Peter","West Town",41.89579,-87.69008,"Entire home/apt",123,4,0,"",NA,6,121
5036,"Cozy 2BD/1BA in Charming Logan Square",12011216,"Mark","Logan Square",41.9278,-87.70178,"Entire home/apt",72,3,23,"2020-09-11",2.45,1,344
5037,"In the Heart of the City!",218800805,"Chicago Condo","Near North Side",41.8931,-87.61886,"Entire home/apt",375,2,0,"",NA,14,58
5038,"Serene & Stylish Space for 6- Close to Everything!",8670834,"Dan","East Garfield Park",41.87623,-87.69509,"Entire home/apt",90,3,23,"2020-09-13",2.45,3,341
5039,"West Loop/Greek Town Apartment",16924212,"Morgan","Near West Side",41.87793,-87.64639,"Entire home/apt",140,4,0,"",NA,2,0
5040,"Private Room In Southshore Condo",314145987,"Rashanah","South Shore",41.76612,-87.56704,"Private room",30,2,0,"",NA,1,180
5041,"Cozy 3 bedroom duplex in safe neighborhood.",85726061,"Jenny","Belmont Cragin",41.9274,-87.76232,"Entire home/apt",90,1,1,"2020-01-01",0.11,2,0
5042,"Huge 5BD Duplex in Lively Humboldt Park",314046786,"Rafael","Humboldt Park",41.89323,-87.71078,"Entire home/apt",216,3,3,"2020-03-01",0.33,1,264
5043,"money tree room",267960918,"Justyn","Bridgeport",41.84042,-87.66114,"Private room",50,1,2,"2020-08-22",0.27,1,359
5044,"Large room in 5 Story Town home steps 2 Red Line",13832017,"Bracken","Uptown",41.96335,-87.66132,"Private room",50,1,16,"2020-08-16",1.7,1,49
5045,"Beautiful & Spacious Duplex - Unbeatable Location!",200416010,"Saul","Near North Side",41.90989,-87.63883,"Entire home/apt",345,3,7,"2020-08-30",0.79,6,355
5046,"Sleep15 - Spacious Downtown Penthouse 5bd with❤️",98193524,"JW+Family","Loop",41.87363,-87.62871,"Entire home/apt",408,2,3,"2020-09-04",0.37,20,183
5047,"IMMACULATE Brand New Condo Downtown Chicago!",314190718,"Ben","Near West Side",41.88354,-87.66712,"Entire home/apt",199,2,8,"2020-05-13",1.03,3,362
5048,"modern & spacious 1BR apt in Ukr Vlg gem w/ garage",8218275,"Peter","West Town",41.89712,-87.68982,"Entire home/apt",57,2,40,"2020-09-09",4.43,6,163
5049,"southwest Daley College apartment",45097013,"Donna","West Lawn",41.75434,-87.72889,"Entire home/apt",30,7,0,"",NA,1,87
5050,"Luxury City View Bedroom with bathroom Short Rent",98789446,"姿漪","Loop",41.87079,-87.62417,"Private room",45,7,1,"2020-01-04",0.11,1,0
5051,"Private Rm,Queen,separate entrance,free park, apt",97870070,"Daniel","Near West Side",41.87079,-87.65727,"Private room",30,1,5,"2020-01-01",0.52,1,174
5052,"Highrise studio with amazing view & amenities!",173581119,"Ahmad","Douglas",41.83466,-87.61349,"Entire home/apt",65,2,0,"",NA,1,0
5053,"Old Town Triangle Historic 1BD Private Apartment",93167094,"Anna","Lincoln Park",41.91581,-87.63804,"Entire home/apt",79,1,6,"2020-01-05",0.64,1,0
5054,"Kayla’s Place",314703776,"Jacqueline","Washington Park",41.78912,-87.62308,"Entire home/apt",434,1,2,"2020-06-29",0.23,1,179
5055,"New! Loft Apartment-Chicago Disinfected",51946578,"Roberto","Hermosa",41.9197,-87.73817,"Entire home/apt",49,1,34,"2020-09-18",3.55,2,337
5056,"Lakeview Loft-Vintage Chicago, Modern Amenities",36219944,"Charlotte","Lake View",41.93807,-87.66323,"Entire home/apt",106,1,89,"2020-09-13",10.51,1,310
5057,"Front Room",314605732,"GrapefruitF","Riverdale",41.65208,-87.6103,"Private room",22,30,0,"",NA,1,89
5058,"Basic",315242858,"GrapefruitB","Riverdale",41.65388,-87.61021,"Private room",22,30,0,"",NA,1,0
5059,"Raw & Hip Space, 10 min to DT & McCormick Pl",25003725,"Michelle","Lower West Side",41.85604,-87.64975,"Private room",132,1,16,"2020-03-22",1.7,2,109
5060,"River North Condo off Mag Mile w/ Private Bathroom",79643102,"Alexis & Isaiah","Near North Side",41.89646,-87.63137,"Private room",50,1,7,"2020-03-18",0.73,1,78
5061,"Newly renovated Suite in prime West Town location!",239999497,"Jordan","West Town",41.89505,-87.66492,"Entire home/apt",71,3,26,"2020-09-16",2.94,1,88
5062,"Coach House in Lincoln Park near Diversey Station!",71096437,"Emily","Lincoln Park",41.92939,-87.64845,"Entire home/apt",69,1,21,"2020-09-03",2.4,1,0
5063,"Comfy room across from park",45526374,"Anthony","West Town",41.90185,-87.70061,"Private room",55,1,0,"",NA,1,0
5064,"Bright Room on a Quiet Boulevard Near Conservatory",15515783,"Dan","Humboldt Park",41.89086,-87.71644,"Private room",30,32,1,"2020-08-22",1,2,266
5065,"Affordable, Bright, Entire Apt w/ Full Kitchen",48793478,"Johnathan","Greater Grand Crossing",41.75362,-87.63614,"Entire home/apt",55,1,15,"2020-09-15",4.59,1,261
5066,"Charming Suite Close to the California Blue line!",65595672,"Mackenzie","Logan Square",41.92419,-87.69849,"Entire home/apt",54,3,15,"2020-09-20",1.7,1,0
5067,"One bed in Hip Space, 10 min to DT & McCormick Pl",25003725,"Michelle","Lower West Side",41.85764,-87.64974,"Private room",50,1,8,"2020-04-04",0.84,2,109
5068,"Sunny Vintage Charmer, Close to ""L"" and Park",29473981,"Molly","Irving Park",41.95797,-87.70924,"Entire home/apt",135,1,29,"2020-09-20",3.18,1,120
5069,"1B1B in downtown Chicago",208346579,"Nuo","Loop",41.87282,-87.62817,"Entire home/apt",100,7,0,"",NA,1,0
5070,"Beautiful 2BR Condo 1 mile from The Loop/Downtown",314518899,"Tyla","Near West Side",41.88092,-87.68017,"Entire home/apt",56,1,19,"2020-06-26",2.05,1,0
5071,"KING BED CORNER UNIT in DOWNTOWN CHICAGO + BALCONY",33127842,"Kari","Loop",41.88774,-87.61929,"Entire home/apt",155,32,0,"",NA,26,365
5072,"Huge Home on Subway, Medical District",46820434,"Ivan","South Lawndale",41.85481,-87.70287,"Entire home/apt",32,10,2,"2020-07-02",0.64,4,90
5073,"A comfortable retreat in a vintage city cottage",42764965,"Terrence","Greater Grand Crossing",41.76968,-87.61612,"Private room",31,2,7,"2020-09-04",0.76,3,84
5074,"Smart Lakeview Studio, walk to Lakefront & Lincoln Park, by Blueground",107434423,"Blueground","Lake View",41.94041,-87.6415,"Entire home/apt",89,30,0,"",NA,205,364
5075,"Hip Wicker Park 1BR w/ Pool, Gym, nr. the L & Loop, by Blueground (ID #CHI179)",107434423,"Blueground","West Town",41.90468,-87.66808,"Entire home/apt",149,30,0,"",NA,205,174
5076,"2B/2BA Luxury Apartment | Balcony, Rooftop Pool & Gym by ENVITAE | PAID IN/OUT PARKING IN BLDG",36459240,"Jim","Near North Side",41.89194,-87.63386,"Entire home/apt",220,2,13,"2020-09-06",1.41,17,75
5077,"Dreamy Streeterville 1BR w/ Lake Views, Pool, Deck, Gym, by Blueground",107434423,"Blueground","Near North Side",41.89825,-87.61868,"Entire home/apt",189,30,0,"",NA,205,143
5078,"Logan Sq *4BDR/3.5BA w/patio&yard* Animal Friendly",1316871,"Julie","Avondale",41.93478,-87.70741,"Entire home/apt",246,30,7,"2020-08-06",0.86,1,151
5079,"Walk to Everything in the Heart of Downtown",218800805,"Chicago Condo","Near North Side",41.89234,-87.62045,"Entire home/apt",375,2,3,"2020-08-30",1.27,14,54
5080,"In the Heart of Everything Downtown, Stunning!",218800805,"Chicago Condo","Near North Side",41.89373,-87.6187,"Entire home/apt",425,2,1,"2020-01-01",0.11,14,58
5081,"Great Place for Family Fun & Business Travelers!",218800805,"Chicago Condo","Near North Side",41.89143,-87.62027,"Entire home/apt",302,2,0,"",NA,14,57
5082,"Downtown 2bd/1ba Condo In the Heart of the City!",218800805,"Chicago Condo","Near North Side",41.89231,-87.6199,"Entire home/apt",250,2,1,"2020-08-31",1,14,34
5083,"Comfy & Bright 2 bedroom 1 Bath private Condo",74287024,"Robbie","South Shore",41.75516,-87.58458,"Entire home/apt",65,3,15,"2020-06-21",1.82,1,49
5084,"Spacious Condo! Minutes From Shopping & Dinning!!",218800805,"Chicago Condo","Near North Side",41.89329,-87.61974,"Entire home/apt",302,2,0,"",NA,14,57
